Paper_ID,DOI,Material_Parent_ID,ML_Condition_ID,Observation_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision,Do not digitize every intermediate SXRD point in the current recovery.,as named/reported,VERIFIED_WORKBOOK,Figs.4-10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Status,READY,as named/reported,VERIFIED_WORKBOOK,Figs.4-10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scientific_Rationale,The paper contains a dense time-resolved trajectory; uncontrolled point extraction would inflate correlated observations and add digitization error.,as named/reported,VERIFIED_WORKBOOK,Figs.4-10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Implementation_Rule,Keep four stage intervals and five high-value landmarks; raw full trajectory can be a separate future longitudinal dataset if justified.,as named/reported,VERIFIED_WORKBOOK,Figs.4-10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,Figs.4-10,as named/reported,VERIFIED_WORKBOOK,Figs.4-10,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Priority,P2,as named/reported,VERIFIED_WORKBOOK,p.13,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision_ID,D011,as named/reported,VERIFIED_WORKBOOK,p.13,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Decision,"Treat σ0=179 MPa as secondary-reference model input, not a direct P013 measurement.",as named/reported,VERIFIED_WORKBOOK,p.13,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Status,READY,as named/reported,VERIFIED_WORKBOOK,p.13,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Scientific_Rationale,The value is explicitly adopted from Su et al. 2019 for strengthening decomposition.,as named/reported,VERIFIED_WORKBOOK,p.13,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Implementation_Rule,Preserve source status SECONDARY_REFERENCE_INPUT.,as named/reported,VERIFIED_WORKBOOK,p.13,source-reported,High,VERIFIED
P013,10.1016/j.ijplas.2024.104048,P013_MAT_ASCAST,P013_MC_ASCAST_RT,,Evidence_Location,p.13,as named/reported,VERIFIED_WORKBOOK,p.13,source-reported,High,VERIFIED
