Paper_ID,ML_Condition_ID,Observation_ID,Feature_Name,Original_Value,Recovered_Value,Units,Evidence_Type,Evidence_Location,Page,Figure,Table,Section,Extraction_Method,Confidence,Reviewer_Status,Reviewer_Notes
P002,P002_MC02,OBS010,TWIP evidence,Evidence_TWIP=TEM/EBSD evidence for nano-twinning where activated,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC02,OBS010,phase-transformation evidence,Characterization_methods=EBSD; XRD; EDS; TEM; HAADF-STEM; DIC,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC02,OBS010,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC02,OBS010,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC02,OBS010,condition-to-test-series linkage,Parent_Experiment_ID=P002_PE02,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,SFE,SFE_mJ_m2=14.0,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,SFE method,SFE_method=estimated/calculated in paper,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,initial FCC fraction,Initial_FCC_fraction=1.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,initial HCP fraction,Initial_HCP_fraction=0.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,DeltaG / transformation driving force,DeltaG_FCC_HCP_J_mol=-292.0,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,processing history,Processing_route=Vacuum induction cast; hot rolled 900C 50%; homogenized 1200C/2h Ar; water quenched; cold rolled 70%; annealed 30 min | Cast_method=Vacuum induction melting | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Hot_rolling_T_K=1173.0 | Hot_rolling_reduction_pct=50.0 | Cold_rolling_reduction_pct=70.0 | Annealing_T_K=873.0 | Annealing_time_min=30.0 | Cooling_route=Water quench,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,mechanical properties,YS_MPa=1060.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,TRIP evidence,Evidence_TRIP=EBSD/TEM evidence for FCC→HCP where activated,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,TWIP evidence,Evidence_TWIP=TEM/EBSD evidence for nano-twinning where activated,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,phase-transformation evidence,Characterization_methods=EBSD; XRD; EDS; TEM; HAADF-STEM; DIC,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC03,OBS011,condition-to-test-series linkage,Parent_Experiment_ID=P002_PE03,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,grain size,Grain_size_um=4.5,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,initial FCC fraction,Initial_FCC_fraction=1.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,initial HCP fraction,Initial_HCP_fraction=0.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,processing history,"Processing_route=Reference comparator, similar grain size",,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,TRIP evidence,Evidence_TRIP=Reference comparator only,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,TWIP evidence,Evidence_TWIP=reported in abstract comparison,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,phase-transformation evidence,HCP_lath_or_lamella_note=349 | Characterization_methods=No,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC04,OBS012,condition-to-test-series linkage,Parent_Experiment_ID=P002_PE04,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,SFE,SFE_mJ_m2=14.0,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,SFE method,SFE_method=estimated/calculated in paper,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,initial FCC fraction,Initial_FCC_fraction=1.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,initial HCP fraction,Initial_HCP_fraction=0.0,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,DeltaG / transformation driving force,DeltaG_FCC_HCP_J_mol=-292.0,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,test temperature,,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,processing history,Processing_route=CALPHAD design condition,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,TRIP evidence,Evidence_TRIP=Keep this row for descriptor provenance; exclude from ML training labels.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,TWIP evidence,,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,phase-transformation evidence,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P002,P002_MC05,OBS013,condition-to-test-series linkage,Parent_Experiment_ID=P002_PE05,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,grain size,Grain_size_um=4.5,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,SFE,SFE_mJ_m2=6.5,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,SFE method,SFE_method=reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,initial FCC fraction,Initial_FCC_fraction=0.63,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,initial HCP fraction,Initial_HCP_fraction=0.37,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,test temperature,Test_T_K=300.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,processing history,Processing_route=Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled | Cast_method=Vacuum melting | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Hot_rolling_T_K=1173.0 | Hot_rolling_reduction_pct=50.0 | Cold_rolling_reduction_pct=60.0 | Annealing_T_K=1173.0 | Annealing_time_min=3.0 | Cooling_route=air cooling,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,mechanical properties,YS_MPa=280.0 | UTS_MPa=720.0 | Uniform_elongation_pct=64.2,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,TRIP evidence,Evidence_TRIP=EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,TWIP evidence,Evidence_TWIP=TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,phase-transformation evidence,"HCP_fraction_at_condition=0.47 | HCP_lath_or_lamella_note=At 50% cross-section reduction: HCP fraction 47%, 24%, 18% for 10^-3, 1, 10^3 s^-1 respectively | Characterization_methods=Tensile; DSC; dilatometry; SEM/EBSD; TEM",,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC01,OBS014,condition-to-test-series linkage,Parent_Experiment_ID=P003_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,grain size,Grain_size_um=4.5,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,SFE,SFE_mJ_m2=6.5,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,SFE method,SFE_method=reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,initial FCC fraction,Initial_FCC_fraction=0.63,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,initial HCP fraction,Initial_HCP_fraction=0.37,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,strain rate,Strain_rate_s-1=0.01,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,test temperature,Test_T_K=300.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,processing history,Processing_route=Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled | Cast_method=Vacuum melting | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Hot_rolling_T_K=1173.0 | Hot_rolling_reduction_pct=50.0 | Cold_rolling_reduction_pct=60.0 | Annealing_T_K=1173.0 | Annealing_time_min=3.0 | Cooling_route=air cooling,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,TRIP evidence,Evidence_TRIP=EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,TWIP evidence,Evidence_TWIP=TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,phase-transformation evidence,Characterization_methods=Tensile; DSC; dilatometry; SEM/EBSD; TEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC02,OBS015,condition-to-test-series linkage,Parent_Experiment_ID=P003_PE02,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,grain size,Grain_size_um=4.5,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,SFE,SFE_mJ_m2=6.5,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,SFE method,SFE_method=reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,initial FCC fraction,Initial_FCC_fraction=0.63,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,initial HCP fraction,Initial_HCP_fraction=0.37,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,strain rate,Strain_rate_s-1=0.1,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,test temperature,Test_T_K=300.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,processing history,Processing_route=Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled | Cast_method=Vacuum melting | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Hot_rolling_T_K=1173.0 | Hot_rolling_reduction_pct=50.0 | Cold_rolling_reduction_pct=60.0 | Annealing_T_K=1173.0 | Annealing_time_min=3.0 | Cooling_route=air cooling,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,TRIP evidence,Evidence_TRIP=EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,TWIP evidence,Evidence_TWIP=TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,phase-transformation evidence,Characterization_methods=Tensile; DSC; dilatometry; SEM/EBSD; TEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC03,OBS016,condition-to-test-series linkage,Parent_Experiment_ID=P003_PE03,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,grain size,Grain_size_um=4.5,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,SFE,SFE_mJ_m2=6.5,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,SFE method,SFE_method=reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,initial FCC fraction,Initial_FCC_fraction=0.63,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,initial HCP fraction,Initial_HCP_fraction=0.37,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,strain rate,Strain_rate_s-1=1.0,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,test temperature,Test_T_K=300.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,processing history,Processing_route=Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled | Cast_method=Vacuum melting | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Hot_rolling_T_K=1173.0 | Hot_rolling_reduction_pct=50.0 | Cold_rolling_reduction_pct=60.0 | Annealing_T_K=1173.0 | Annealing_time_min=3.0 | Cooling_route=air cooling,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,mechanical properties,YS_MPa=300.0 | UTS_MPa=672.0 | Uniform_elongation_pct=49.2,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,TRIP evidence,Evidence_TRIP=EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,TWIP evidence,Evidence_TWIP=TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,phase-transformation evidence,"HCP_fraction_at_condition=0.24 | HCP_lath_or_lamella_note=At 50% cross-section reduction: HCP fraction 47%, 24%, 18% for 10^-3, 1, 10^3 s^-1 respectively | Characterization_methods=Tensile; DSC; dilatometry; SEM/EBSD; TEM",,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC04,OBS017,condition-to-test-series linkage,Parent_Experiment_ID=P003_PE04,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,grain size,Grain_size_um=4.5,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,SFE,SFE_mJ_m2=6.5,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,SFE method,SFE_method=reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,initial FCC fraction,Initial_FCC_fraction=0.63,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,initial HCP fraction,Initial_HCP_fraction=0.37,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,strain rate,Strain_rate_s-1=10.0,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,test temperature,Test_T_K=300.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,processing history,Processing_route=Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled | Cast_method=Vacuum melting | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Hot_rolling_T_K=1173.0 | Hot_rolling_reduction_pct=50.0 | Cold_rolling_reduction_pct=60.0 | Annealing_T_K=1173.0 | Annealing_time_min=3.0 | Cooling_route=air cooling,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,TRIP evidence,Evidence_TRIP=EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,TWIP evidence,Evidence_TWIP=TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,phase-transformation evidence,Characterization_methods=Tensile; DSC; dilatometry; SEM/EBSD; TEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC05,OBS018,condition-to-test-series linkage,Parent_Experiment_ID=P003_PE05,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC06,OBS019,grain size,Grain_size_um=4.5,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC06,OBS019,SFE,SFE_mJ_m2=6.5,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC06,OBS019,SFE method,SFE_method=reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC06,OBS019,initial FCC fraction,Initial_FCC_fraction=0.63,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC06,OBS019,initial HCP fraction,Initial_HCP_fraction=0.37,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC06,OBS019,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC06,OBS019,strain rate,Strain_rate_s-1=100.0,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC06,OBS019,test temperature,Test_T_K=300.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P003,P003_MC06,OBS019,processing history,Processing_route=Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled | Cast_method=Vacuum melting | Homogenization_T_K=1473.0 | Homogenization_time_h=2.0 | Hot_rolling_T_K=1173.0 | Hot_rolling_reduction_pct=50.0 | Cold_rolling_reduction_pct=60.0 | Annealing_T_K=1173.0 | Annealing_time_min=3.0 | Cooling_route=air cooling,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
