Column_Name,Data_Type,Scientific_Family,Prediction_Time_Class,Proposed_Model_Role,Experimental_Domain_Eligibility,Computational_Domain_Eligibility,Known_Before_Deformation,Direct_Source_or_Derived,Method_Sensitive,Temperature_Sensitive,Phase_Sensitive,Potential_Leakage,Leakage_Reason,Missingness_Concern,Scope_Constraint,Recommended_V1_Action,Notes
Initial_twin_boundary_status,TEXT,INITIAL_MICROSTRUCTURE,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",MODERATE; experimental nonmissing 26/51 (50.98%),Initial/annealing twins may be predictors but never establish deformation TWIP.,RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
SFE_mJ_m2,CONTINUOUS_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_METHOD_GATED_OR_FUTURE_ABLATION_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,SOURCE_REPORTED_METHOD_SPECIFIC_VALUE,YES,YES,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",HIGH; experimental nonmissing 21/51 (41.18%),"Require row-level method, structure, temperature, paper/current-reference, and experimental/computational scope.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,"Mixed current source field; experimental, thermodynamic, DFT/MD, assumed, and reference values are not interchangeable."
SFE_error_mJ_m2,INTEGER_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,YES,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",NO_EXPERIMENTAL_COVERAGE; experimental nonmissing 0/51 (0.00%),"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
SFE_method,TEXT,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,YES,YES,YES,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 24/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PHYSICS_THERMODYNAMICS; classification is frozen for pre-deformation prediction.
DeltaG_FCC_HCP_J_mol,INTEGER_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,SOURCE_REPORTED_METHOD_SPECIFIC_VALUE,YES,YES,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 9/51 (17.65%),"Require alloy, paper, calculation method, and temperature match; never transfer across papers/alloys.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
DeltaG_method,TEXT,PHYSICS_THERMODYNAMICS,PROVENANCE_ONLY,AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,AUDIT_CONTROL_ONLY,DOMAIN_CONTROL_ONLY,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_OR_REPOSITORY_BOOKKEEPING,YES,YES,YES,YES_IF_MODELED,"Source, method, review, or QC bookkeeping can encode study and label-acquisition artifacts.",NOT_MODEL_APPLICABLE; experimental nonmissing 9/51,"Retain for audit, descriptive context, and eligibility control; never use as an ordinary predictor.",RETAIN_FOR_AUDIT_OR_ELIGIBILITY_CONTROL_ONLY,Primary V1 family: PHYSICS_THERMODYNAMICS; classification is frozen for pre-deformation prediction.
Elastic_modulus_GPa,CONTINUOUS_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 4/51 (7.84%),"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Shear_modulus_GPa,CONTINUOUS_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Poisson_ratio,CONTINUOUS_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Lattice_parameter_nm,CONTINUOUS_NUMERIC,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
Atomic_size_misfit_pct,CONTINUOUS_NUMERIC,PHYSICS_THERMODYNAMICS,METADATA_ONLY,AUDIT_OR_DESCRIPTIVE_ONLY,NOT_ELIGIBLE_AS_ORDINARY_PREDICTOR,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NOT_APPLICABLE_TO_MODEL_ROLE,SOURCE_REPORTED_OR_EXPLICIT_SOURCE_DERIVATION,YES,NO,YES,YES_IF_MODELED,"Metadata can encode paper, workflow, or extraction artifacts rather than material behavior.",NOT_MODEL_APPLICABLE; experimental nonmissing 3/51,Existing source field retained only; no V1 calculation or ordinary predictor use.,RETAIN; BLOCK_AS_ORDINARY_PREDICTOR,Primary V1 family: PHYSICS_THERMODYNAMICS; classification is frozen for pre-deformation prediction.
CSRO_present,TEXT,PHYSICS_THERMODYNAMICS,PREDICTOR_SAFE_CONDITIONAL,CONDITIONAL_CANDIDATE_PREDICTOR,CONDITIONAL_SCOPE_CONTROL_REQUIRED,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,CONDITIONAL_ON_SCOPE,DIRECT_SOURCE_FIELD,YES,NO,YES,CONDITIONAL,"Safe only after method, scope, timing, or availability control.",SEVERE; experimental nonmissing 3/51 (5.88%),"Require method, phase/structure, temperature, and source-domain matching; no cross-paper transfer.",RETAIN_CONDITIONALLY; REQUIRE_SCOPE_GATE,Candidate status does not authorize pooling heterogeneous methods or filling missing values.
TRIP,BINARY_NUMERIC,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 17/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
TWIP,BINARY_NUMERIC,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 13/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
Slip,TEXT,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 36/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
Stacking_faulting,BINARY_NUMERIC,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 12/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
HCP_to_FCC_reversion,TEXT,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,YES,YES,YES,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 13/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
Dominant_mechanism,TEXT,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 36/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
HCP_fraction_at_condition,CONTINUOUS_NUMERIC,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,YES,YES,YES,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 4/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: POST_DEFORMATION_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
Twin_fraction_or_Sigma3,CONTINUOUS_NUMERIC,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,YES,NO,YES,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: POST_DEFORMATION_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
Twin_thickness_nm,CONTINUOUS_NUMERIC,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,YES,NO,YES,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 0/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: POST_DEFORMATION_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
HCP_lath_or_lamella_note,TEXT,POST_DEFORMATION_MICROSTRUCTURE,POST_TEST_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,YES,YES,YES,YES,The field is observed only after tensile deformation starts or after fracture.,NOT_MODEL_APPLICABLE; experimental nonmissing 6/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: POST_DEFORMATION_MICROSTRUCTURE; classification is frozen for pre-deformation prediction.
YS_MPa,CONTINUOUS_NUMERIC,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is an outcome of the same tensile test whose mechanisms are predicted.,NOT_MODEL_APPLICABLE; experimental nonmissing 32/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
YS_error_MPa,INTEGER_NUMERIC,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is an outcome of the same tensile test whose mechanisms are predicted.,NOT_MODEL_APPLICABLE; experimental nonmissing 8/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
UTS_MPa,CONTINUOUS_NUMERIC,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is an outcome of the same tensile test whose mechanisms are predicted.,NOT_MODEL_APPLICABLE; experimental nonmissing 28/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
UTS_error_MPa,CONTINUOUS_NUMERIC,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is an outcome of the same tensile test whose mechanisms are predicted.,NOT_MODEL_APPLICABLE; experimental nonmissing 8/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Elongation_pct,CONTINUOUS_NUMERIC,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is an outcome of the same tensile test whose mechanisms are predicted.,NOT_MODEL_APPLICABLE; experimental nonmissing 24/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Elongation_error_pct,CONTINUOUS_NUMERIC,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is an outcome of the same tensile test whose mechanisms are predicted.,NOT_MODEL_APPLICABLE; experimental nonmissing 8/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Uniform_elongation_pct,CONTINUOUS_NUMERIC,MECHANICAL_RESPONSE,MECHANICAL_OUTCOME_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,The field is an outcome of the same tensile test whose mechanisms are predicted.,NOT_MODEL_APPLICABLE; experimental nonmissing 7/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MECHANICAL_RESPONSE; classification is frozen for pre-deformation prediction.
Critical_twin_stress_MPa,TEXT,MODEL_DERIVED_RESPONSE,MODEL_DERIVED_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,SOURCE_REPORTED_OR_FITTED_LOADING_DERIVATION,YES,NO,YES,YES,The field is derived or inferred from loading response or fitted mechanical behavior.,NOT_MODEL_APPLICABLE; experimental nonmissing 2/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MODEL_DERIVED_RESPONSE; classification is frozen for pre-deformation prediction.
Critical_TRIP_stress_MPa,TEXT,MODEL_DERIVED_RESPONSE,MODEL_DERIVED_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,SOURCE_REPORTED_OR_FITTED_LOADING_DERIVATION,NO,NO,NO,YES,The field is derived or inferred from loading response or fitted mechanical behavior.,NOT_MODEL_APPLICABLE; experimental nonmissing 2/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MODEL_DERIVED_RESPONSE; classification is frozen for pre-deformation prediction.
Twin_onset_true_strain,TEXT,MODEL_DERIVED_RESPONSE,MODEL_DERIVED_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,SOURCE_REPORTED_OR_FITTED_LOADING_DERIVATION,YES,NO,YES,YES,The field is derived or inferred from loading response or fitted mechanical behavior.,NOT_MODEL_APPLICABLE; experimental nonmissing 2/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MODEL_DERIVED_RESPONSE; classification is frozen for pre-deformation prediction.
TRIP_onset_true_strain,TEXT,MODEL_DERIVED_RESPONSE,MODEL_DERIVED_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,SOURCE_REPORTED_OR_FITTED_LOADING_DERIVATION,NO,NO,NO,YES,The field is derived or inferred from loading response or fitted mechanical behavior.,NOT_MODEL_APPLICABLE; experimental nonmissing 2/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MODEL_DERIVED_RESPONSE; classification is frozen for pre-deformation prediction.
Adiabatic_temperature_K,TEXT,MODEL_DERIVED_RESPONSE,MODEL_DERIVED_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,SOURCE_REPORTED_OR_FITTED_LOADING_DERIVATION,NO,YES,NO,YES,The field is derived or inferred from loading response or fitted mechanical behavior.,NOT_MODEL_APPLICABLE; experimental nonmissing 1/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MODEL_DERIVED_RESPONSE; classification is frozen for pre-deformation prediction.
SFE_increase_dynamic_mJ_m2,TEXT,MODEL_DERIVED_RESPONSE,MODEL_DERIVED_LEAKAGE,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,NOT_ELIGIBLE_LEAKAGE,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,SOURCE_REPORTED_OR_FITTED_LOADING_DERIVATION,YES,YES,YES,YES,The field is derived or inferred from loading response or fitted mechanical behavior.,NOT_MODEL_APPLICABLE; experimental nonmissing 1/51,Permanently excluded from primary pre-deformation TRIP/TWIP predictor matrices.,PERMANENTLY_BLOCK_FROM_PRIMARY_PREDICTORS,Primary V1 family: MODEL_DERIVED_RESPONSE; classification is frozen for pre-deformation prediction.
Evidence_TRIP,TEXT,TARGET,TARGET_ONLY,TARGET_OR_TARGET_EVIDENCE_ONLY,TARGET_POOL_ONLY,NOT_DEFINED_FOR_CURRENT_P017_FEATURE_SPACE,NO,DIRECT_SOURCE_FIELD,NO,NO,NO,YES,"The field is a target, direct target state, or target evidence.",NOT_MODEL_APPLICABLE; experimental nonmissing 38/51,Retain for target definition/evidence only; never include in predictors.,RETAIN_FOR_TARGET_OR_EVIDENCE_ONLY,Primary V1 family: TARGET; classification is frozen for pre-deformation prediction.
